arm,patch,pair,seed,replicate,budget,S_local_null
regular,2,1,31,4,100,-8.00000
regular,2,1,31,4,300,-11.00000
regular,2,1,31,4,1000,-13.00000
regular,2,2,31,4,100,-17.00000
regular,2,2,31,4,300,-15.00000
regular,2,2,31,4,1000,-17.00000
regular,2,0,32,0,100,-4.00000
regular,2,0,32,0,300,-6.00000
regular,2,0,32,0,1000,-4.00000
regular,2,1,32,0,100,-3.00000
regular,2,1,32,0,300,-5.00000
regular,2,1,32,0,1000,-8.00000
regular,2,2,32,0,100,-2.00000
regular,2,2,32,0,300,3.00000
regular,2,2,32,0,1000,0.00000
regular,2,0,32,1,100,0.00000
regular,2,0,32,1,300,-1.00000
regular,2,0,32,1,1000,-1.00000
regular,2,1,32,1,100,0.00000
regular,2,1,32,1,300,-6.00000
regular,2,1,32,1,1000,-6.00000
regular,2,2,32,1,100,-1.00000
regular,2,2,32,1,300,-1.00000
regular,2,2,32,1,1000,2.00000
regular,2,0,32,2,100,-8.00000
regular,2,0,32,2,300,0.00000
regular,2,0,32,2,1000,-2.00000
regular,2,1,32,2,100,-3.00000
regular,2,1,32,2,300,-3.00000
regular,2,1,32,2,1000,-6.00000
regular,2,2,32,2,100,-4.00000
regular,2,2,32,2,300,3.00000
regular,2,2,32,2,1000,2.00000
regular,2,0,32,3,100,4.00000
regular,2,0,32,3,300,0.00000
regular,2,0,32,3,1000,-4.00000
regular,2,1,32,3,100,2.00000
regular,2,1,32,3,300,-3.00000
regular,2,1,32,3,1000,-8.00000
regular,2,2,32,3,100,6.00000
regular,2,2,32,3,300,5.00000
regular,2,2,32,3,1000,0.00000
regular,2,0,32,4,100,-2.00000
regular,2,0,32,4,300,-8.00000
regular,2,0,32,4,1000,-4.00000
regular,2,1,32,4,100,-2.00000
regular,2,1,32,4,300,-4.00000
regular,2,1,32,4,1000,-8.00000
regular,2,2,32,4,100,3.00000
regular,2,2,32,4,300,-3.00000
regular,2,2,32,4,1000,0.00000
regular,2,0,33,0,100,-14.00000
regular,2,0,33,0,300,-47.00000
regular,2,0,33,0,1000,-45.00000
regular,2,1,33,0,100,-4.00000
regular,2,1,33,0,300,-13.00000
regular,2,1,33,0,1000,-10.00000
regular,2,2,33,0,100,-11.00000
regular,2,2,33,0,300,-39.00000
regular,2,2,33,0,1000,-37.00000
regular,2,0,33,1,100,-8.00000
regular,2,0,33,1,300,-34.00000
regular,2,0,33,1,1000,-45.00000
regular,2,1,33,1,100,-3.00000
regular,2,1,33,1,300,-12.00000
regular,2,1,33,1,1000,-10.00000
regular,2,2,33,1,100,-6.00000
regular,2,2,33,1,300,-29.00000
regular,2,2,33,1,1000,-37.00000
regular,2,0,33,2,100,-1.00000
regular,2,0,33,2,300,-44.00000
regular,2,0,33,2,1000,-45.00000
regular,2,1,33,2,100,0.00000
regular,2,1,33,2,300,-12.00000
regular,2,1,33,2,1000,-10.00000
regular,2,2,33,2,100,3.00000
regular,2,2,33,2,300,-37.00000
regular,2,2,33,2,1000,-37.00000
regular,2,0,33,3,100,1.00000
regular,2,0,33,3,300,1.00000
regular,2,0,33,3,1000,-40.00000
regular,2,1,33,3,100,1.00000
regular,2,1,33,3,300,3.00000
regular,2,1,33,3,1000,-7.00000
regular,2,2,33,3,100,4.00000
regular,2,2,33,3,300,6.00000
regular,2,2,33,3,1000,-34.00000
regular,2,0,33,4,100,-19.00000
regular,2,0,33,4,300,-45.00000
regular,2,0,33,4,1000,-45.00000
regular,2,1,33,4,100,-9.00000
regular,2,1,33,4,300,-11.00000
regular,2,1,33,4,1000,-11.00000
regular,2,2,33,4,100,-12.00000
regular,2,2,33,4,300,-34.00000
regular,2,2,33,4,1000,-35.00000
regular,2,0,34,0,100,15.00000
regular,2,0,34,0,300,18.00000
regular,2,0,34,0,1000,23.00000
regular,2,1,34,0,100,4.00000
regular,2,1,34,0,300,5.00000
regular,2,1,34,0,1000,8.00000
regular,2,2,34,0,100,7.00000
regular,2,2,34,0,300,5.00000
regular,2,2,34,0,1000,8.00000
regular,2,0,34,1,100,3.00000
regular,2,0,34,1,300,14.00000
regular,2,0,34,1,1000,15.00000
regular,2,1,34,1,100,4.00000
regular,2,1,34,1,300,6.00000
regular,2,1,34,1,1000,8.00000
regular,2,2,34,1,100,6.00000
regular,2,2,34,1,300,9.00000
regular,2,2,34,1,1000,11.00000
regular,2,0,34,2,100,13.00000
regular,2,0,34,2,300,19.00000
regular,2,0,34,2,1000,23.00000
regular,2,1,34,2,100,0.00000
regular,2,1,34,2,300,7.00000
regular,2,1,34,2,1000,8.00000
regular,2,2,34,2,100,3.00000
regular,2,2,34,2,300,11.00000
regular,2,2,34,2,1000,8.00000
regular,2,0,34,3,100,4.00000
regular,2,0,34,3,300,18.00000
regular,2,0,34,3,1000,23.00000
regular,2,1,34,3,100,5.00000
regular,2,1,34,3,300,7.00000
regular,2,1,34,3,1000,8.00000
regular,2,2,34,3,100,8.00000
regular,2,2,34,3,300,6.00000
regular,2,2,34,3,1000,7.00000
regular,2,0,34,4,100,4.00000
regular,2,0,34,4,300,11.00000
regular,2,0,34,4,1000,22.00000
regular,2,1,34,4,100,3.00000
regular,2,1,34,4,300,3.00000
regular,2,1,34,4,1000,8.00000
regular,2,2,34,4,100,7.00000
regular,2,2,34,4,300,4.00000
regular,2,2,34,4,1000,7.00000
regular,2,0,35,0,100,3.00000
regular,2,0,35,0,300,3.00000
regular,2,0,35,0,1000,1.00000
regular,2,1,35,0,100,9.00000
regular,2,1,35,0,300,9.00000
regular,2,1,35,0,1000,8.00000
regular,2,2,35,0,100,10.00000
regular,2,2,35,0,300,10.00000
regular,2,2,35,0,1000,11.00000
regular,2,0,35,1,100,-2.00000
regular,2,0,35,1,300,3.00000
regular,2,0,35,1,1000,1.00000
regular,2,1,35,1,100,-2.00000
regular,2,1,35,1,300,8.00000
regular,2,1,35,1,1000,8.00000
regular,2,2,35,1,100,1.00000
regular,2,2,35,1,300,11.00000
regular,2,2,35,1,1000,11.00000
regular,2,0,35,2,100,2.00000
regular,2,0,35,2,300,4.00000
regular,2,0,35,2,1000,1.00000
regular,2,1,35,2,100,7.00000
regular,2,1,35,2,300,10.00000
regular,2,1,35,2,1000,7.00000
regular,2,2,35,2,100,7.00000
regular,2,2,35,2,300,10.00000
regular,2,2,35,2,1000,8.00000
regular,2,0,35,3,100,-6.00000
regular,2,0,35,3,300,0.00000
regular,2,0,35,3,1000,1.00000
regular,2,1,35,3,100,-3.00000
regular,2,1,35,3,300,4.00000
regular,2,1,35,3,1000,8.00000
regular,2,2,35,3,100,-2.00000
regular,2,2,35,3,300,5.00000
regular,2,2,35,3,1000,11.00000
regular,2,0,35,4,100,-2.00000
regular,2,0,35,4,300,2.00000
regular,2,0,35,4,1000,1.00000
regular,2,1,35,4,100,-2.00000
regular,2,1,35,4,300,6.00000
regular,2,1,35,4,1000,8.00000
regular,2,2,35,4,100,1.00000
regular,2,2,35,4,300,9.00000
regular,2,2,35,4,1000,11.00000
regular,2,0,36,0,100,-2.00000
regular,2,0,36,0,300,4.00000
regular,2,0,36,0,1000,8.00000
regular,2,1,36,0,100,-5.00000
regular,2,1,36,0,300,-4.00000
regular,2,1,36,0,1000,-4.00000
regular,2,2,36,0,100,13.00000
regular,2,2,36,0,300,16.00000
regular,2,2,36,0,1000,16.00000
regular,2,0,36,1,100,2.00000
regular,2,0,36,1,300,0.00000
regular,2,0,36,1,1000,18.00000
regular,2,1,36,1,100,2.00000
regular,2,1,36,1,300,0.00000
regular,2,1,36,1,1000,-4.00000
regular,2,2,36,1,100,2.00000
regular,2,2,36,1,300,1.00000
regular,2,2,36,1,1000,17.00000
regular,2,0,36,2,100,2.00000
regular,2,0,36,2,300,6.00000
regular,2,0,36,2,1000,15.00000
regular,2,1,36,2,100,-2.00000
regular,2,1,36,2,300,-4.00000
regular,2,1,36,2,1000,-4.00000
regular,2,2,36,2,100,9.00000
regular,2,2,36,2,300,16.00000
regular,2,2,36,2,1000,16.00000
regular,2,0,36,3,100,14.00000
regular,2,0,36,3,300,18.00000
regular,2,0,36,3,1000,18.00000
regular,2,1,36,3,100,-4.00000
regular,2,1,36,3,300,-4.00000
regular,2,1,36,3,1000,-4.00000
regular,2,2,36,3,100,11.00000
regular,2,2,36,3,300,17.00000
regular,2,2,36,3,1000,17.00000
regular,2,0,36,4,100,5.00000
regular,2,0,36,4,300,15.00000
regular,2,0,36,4,1000,18.00000
regular,2,1,36,4,100,0.00000
regular,2,1,36,4,300,-4.00000
regular,2,1,36,4,1000,-4.00000
regular,2,2,36,4,100,5.00000
regular,2,2,36,4,300,17.00000
regular,2,2,36,4,1000,17.00000
regular,2,0,37,0,100,-10.00000
regular,2,0,37,0,300,-16.00000
regular,2,0,37,0,1000,-16.00000
regular,2,1,37,0,100,-5.00000
regular,2,1,37,0,300,-10.00000
regular,2,1,37,0,1000,-10.00000
regular,2,2,37,0,100,-6.00000
regular,2,2,37,0,300,-5.00000
regular,2,2,37,0,1000,-3.00000
regular,2,0,37,1,100,-5.00000
regular,2,0,37,1,300,-5.00000
regular,2,0,37,1,1000,-16.00000
regular,2,1,37,1,100,-5.00000
regular,2,1,37,1,300,-5.00000
regular,2,1,37,1,1000,-10.00000
regular,2,2,37,1,100,0.00000
regular,2,2,37,1,300,1.00000
regular,2,2,37,1,1000,-3.00000
regular,2,0,37,2,100,-9.00000
regular,2,0,37,2,300,-9.00000
regular,2,0,37,2,1000,-10.00000
regular,2,1,37,2,100,-7.00000
regular,2,1,37,2,300,-7.00000
regular,2,1,37,2,1000,-7.00000
regular,2,2,37,2,100,2.00000
regular,2,2,37,2,300,2.00000
regular,2,2,37,2,1000,2.00000
regular,2,0,37,3,100,-9.00000
regular,2,0,37,3,300,-14.00000
regular,2,0,37,3,1000,-16.00000
regular,2,1,37,3,100,-4.00000
regular,2,1,37,3,300,-8.00000
regular,2,1,37,3,1000,-10.00000
regular,2,2,37,3,100,-9.00000
regular,2,2,37,3,300,-3.00000
regular,2,2,37,3,1000,-3.00000
regular,2,0,37,4,100,-14.00000
regular,2,0,37,4,300,-13.00000
regular,2,0,37,4,1000,-16.00000
regular,2,1,37,4,100,-8.00000
regular,2,1,37,4,300,-7.00000
regular,2,1,37,4,1000,-10.00000
regular,2,2,37,4,100,-10.00000
regular,2,2,37,4,300,-10.00000
regular,2,2,37,4,1000,-3.00000
regular,2,0,38,0,100,-13.00000
regular,2,0,38,0,300,-22.00000
regular,2,0,38,0,1000,-24.00000
regular,2,1,38,0,100,-3.00000
regular,2,1,38,0,300,-1.00000
regular,2,1,38,0,1000,-4.00000
regular,2,2,38,0,100,-12.00000
regular,2,2,38,0,300,-17.00000
regular,2,2,38,0,1000,-17.00000
regular,2,0,38,1,100,-1.00000
regular,2,0,38,1,300,-2.00000
regular,2,0,38,1,1000,-10.00000
regular,2,1,38,1,100,3.00000
regular,2,1,38,1,300,2.00000
regular,2,1,38,1,1000,-2.00000
regular,2,2,38,1,100,8.00000
regular,2,2,38,1,300,7.00000
regular,2,2,38,1,1000,0.00000
regular,2,0,38,2,100,3.00000
regular,2,0,38,2,300,0.00000
regular,2,0,38,2,1000,-24.00000
regular,2,1,38,2,100,5.00000
regular,2,1,38,2,300,4.00000
regular,2,1,38,2,1000,-4.00000
regular,2,2,38,2,100,6.00000
regular,2,2,38,2,300,9.00000
regular,2,2,38,2,1000,-16.00000
regular,2,0,38,3,100,-6.00000
regular,2,0,38,3,300,-22.00000
regular,2,0,38,3,1000,-24.00000
regular,2,1,38,3,100,1.00000
regular,2,1,38,3,300,-6.00000
regular,2,1,38,3,1000,-6.00000
regular,2,2,38,3,100,-3.00000
regular,2,2,38,3,300,-15.00000
regular,2,2,38,3,1000,-19.00000
regular,2,0,38,4,100,1.00000
regular,2,0,38,4,300,-12.00000
regular,2,0,38,4,1000,-22.00000
regular,2,1,38,4,100,1.00000
regular,2,1,38,4,300,-1.00000
regular,2,1,38,4,1000,-2.00000
regular,2,2,38,4,100,2.00000
regular,2,2,38,4,300,-3.00000
regular,2,2,38,4,1000,-15.00000
regular,2,0,39,0,100,3.00000
regular,2,0,39,0,300,3.00000
regular,2,0,39,0,1000,8.00000
regular,2,1,39,0,100,-2.00000
regular,2,1,39,0,300,-2.00000
regular,2,1,39,0,1000,-2.00000
regular,2,2,39,0,100,17.00000
regular,2,2,39,0,300,17.00000
regular,2,2,39,0,1000,38.00000
regular,2,0,39,1,100,-1.00000
regular,2,0,39,1,300,3.00000
regular,2,0,39,1,1000,6.00000
regular,2,1,39,1,100,-1.00000
regular,2,1,39,1,300,-2.00000
regular,2,1,39,1,1000,-2.00000
regular,2,2,39,1,100,1.00000
regular,2,2,39,1,300,30.00000
regular,2,2,39,1,1000,37.00000
regular,2,0,39,2,100,2.00000
regular,2,0,39,2,300,2.00000
regular,2,0,39,2,1000,9.00000
regular,2,1,39,2,100,-1.00000
regular,2,1,39,2,300,-1.00000
regular,2,1,39,2,1000,-2.00000
regular,2,2,39,2,100,10.00000
regular,2,2,39,2,300,10.00000
regular,2,2,39,2,1000,38.00000
regular,2,0,39,3,100,-2.00000
regular,2,0,39,3,300,1.00000
regular,2,0,39,3,1000,5.00000
regular,2,1,39,3,100,-3.00000
regular,2,1,39,3,300,-3.00000
regular,2,1,39,3,1000,-2.00000
regular,2,2,39,3,100,7.00000
regular,2,2,39,3,300,26.00000
regular,2,2,39,3,1000,35.00000
regular,2,0,39,4,100,6.00000
regular,2,0,39,4,300,7.00000
regular,2,0,39,4,1000,9.00000
regular,2,1,39,4,100,-3.00000
regular,2,1,39,4,300,-3.00000
regular,2,1,39,4,1000,-2.00000
regular,2,2,39,4,100,17.00000
regular,2,2,39,4,300,35.00000
regular,2,2,39,4,1000,38.00000
regular,2,0,40,0,100,-3.00000
regular,2,0,40,0,300,-3.00000
regular,2,0,40,0,1000,-2.00000
regular,2,1,40,0,100,-1.00000
regular,2,1,40,0,300,3.00000
regular,2,1,40,0,1000,4.00000
regular,2,2,40,0,100,0.00000
regular,2,2,40,0,300,4.00000
regular,2,2,40,0,1000,5.00000
regular,2,0,40,1,100,-1.00000
regular,2,0,40,1,300,-2.00000
regular,2,0,40,1,1000,-1.00000
regular,2,1,40,1,100,1.00000
regular,2,1,40,1,300,3.00000
regular,2,1,40,1,1000,4.00000
regular,2,2,40,1,100,2.00000
regular,2,2,40,1,300,4.00000
regular,2,2,40,1,1000,5.00000
regular,2,0,40,2,100,-3.00000
regular,2,0,40,2,300,-1.00000
regular,2,0,40,2,1000,-2.00000
regular,2,1,40,2,100,-2.00000
regular,2,1,40,2,300,2.00000
regular,2,1,40,2,1000,4.00000
regular,2,2,40,2,100,-1.00000
regular,2,2,40,2,300,3.00000
regular,2,2,40,2,1000,5.00000
regular,2,0,40,3,100,-3.00000
regular,2,0,40,3,300,-2.00000
regular,2,0,40,3,1000,-2.00000
regular,2,1,40,3,100,-2.00000
regular,2,1,40,3,300,0.00000
regular,2,1,40,3,1000,4.00000
regular,2,2,40,3,100,-1.00000
regular,2,2,40,3,300,1.00000
regular,2,2,40,3,1000,5.00000
regular,2,0,40,4,100,-2.00000
regular,2,0,40,4,300,-1.00000
regular,2,0,40,4,1000,-2.00000
regular,2,1,40,4,100,-2.00000
regular,2,1,40,4,300,1.00000
regular,2,1,40,4,1000,3.00000
regular,2,2,40,4,100,-1.00000
regular,2,2,40,4,300,2.00000
regular,2,2,40,4,1000,4.00000
regular,2,0,41,0,100,-18.00000
regular,2,0,41,0,300,-16.00000
regular,2,0,41,0,1000,-9.00000
regular,2,1,41,0,100,-5.00000
regular,2,1,41,0,300,-4.00000
regular,2,1,41,0,1000,7.00000
regular,2,2,41,0,100,-6.00000
regular,2,2,41,0,300,-5.00000
regular,2,2,41,0,1000,6.00000
regular,2,0,41,1,100,8.00000
regular,2,0,41,1,300,-9.00000
regular,2,0,41,1,1000,-9.00000
regular,2,1,41,1,100,8.00000
regular,2,1,41,1,300,-2.00000
regular,2,1,41,1,1000,6.00000
regular,2,2,41,1,100,8.00000
regular,2,2,41,1,300,-3.00000
regular,2,2,41,1,1000,5.00000
regular,2,0,41,2,100,-5.00000
regular,2,0,41,2,300,-6.00000
regular,2,0,41,2,1000,-9.00000
regular,2,1,41,2,100,0.00000
regular,2,1,41,2,300,9.00000
regular,2,1,41,2,1000,7.00000
regular,2,2,41,2,100,-1.00000
regular,2,2,41,2,300,8.00000
regular,2,2,41,2,1000,6.00000
regular,2,0,41,3,100,-3.00000
regular,2,0,41,3,300,-4.00000
regular,2,0,41,3,1000,-9.00000
regular,2,1,41,3,100,10.00000
regular,2,1,41,3,300,8.00000
regular,2,1,41,3,1000,7.00000
regular,2,2,41,3,100,10.00000
regular,2,2,41,3,300,8.00000
regular,2,2,41,3,1000,6.00000
regular,2,0,41,4,100,-9.00000
regular,2,0,41,4,300,-10.00000
regular,2,0,41,4,1000,-9.00000
regular,2,1,41,4,100,6.00000
regular,2,1,41,4,300,6.00000
regular,2,1,41,4,1000,7.00000
regular,2,2,41,4,100,5.00000
regular,2,2,41,4,300,5.00000
regular,2,2,41,4,1000,6.00000
regular,2,0,42,0,100,2.00000
regular,2,0,42,0,300,-1.00000
regular,2,0,42,0,1000,-2.00000
regular,2,1,42,0,100,11.00000
regular,2,1,42,0,300,15.00000
regular,2,1,42,0,1000,17.00000
regular,2,2,42,0,100,10.00000
regular,2,2,42,0,300,13.00000
regular,2,2,42,0,1000,15.00000
regular,2,0,42,1,100,-8.00000
regular,2,0,42,1,300,-6.00000
regular,2,0,42,1,1000,-2.00000
regular,2,1,42,1,100,3.00000
regular,2,1,42,1,300,6.00000
regular,2,1,42,1,1000,17.00000
regular,2,2,42,1,100,3.00000
regular,2,2,42,1,300,6.00000
regular,2,2,42,1,1000,15.00000
regular,2,0,42,2,100,-5.00000
regular,2,0,42,2,300,-7.00000
regular,2,0,42,2,1000,-2.00000
regular,2,1,42,2,100,-2.00000
regular,2,1,42,2,300,-1.00000
regular,2,1,42,2,1000,17.00000
regular,2,2,42,2,100,-4.00000
regular,2,2,42,2,300,-3.00000
regular,2,2,42,2,1000,15.00000
regular,2,0,42,3,100,0.00000
regular,2,0,42,3,300,-3.00000
regular,2,0,42,3,1000,-1.00000
regular,2,1,42,3,100,2.00000
regular,2,1,42,3,300,13.00000
regular,2,1,42,3,1000,17.00000
regular,2,2,42,3,100,2.00000
regular,2,2,42,3,300,13.00000
regular,2,2,42,3,1000,16.00000
regular,2,0,42,4,100,0.00000
regular,2,0,42,4,300,6.00000
regular,2,0,42,4,1000,1.00000
regular,2,1,42,4,100,0.00000
regular,2,1,42,4,300,15.00000
regular,2,1,42,4,1000,18.00000
regular,2,2,42,4,100,0.00000
regular,2,2,42,4,300,15.00000
regular,2,2,42,4,1000,18.00000
regular,2,0,43,0,100,8.00000
regular,2,0,43,0,300,8.00000
regular,2,0,43,0,1000,0.00000
regular,2,1,43,0,100,1.00000
regular,2,1,43,0,300,0.00000
regular,2,1,43,0,1000,-5.00000
regular,2,2,43,0,100,4.00000
regular,2,2,43,0,300,-25.00000
regular,2,2,43,0,1000,-35.00000
regular,2,0,43,1,100,-7.00000
regular,2,0,43,1,300,-3.00000
regular,2,0,43,1,1000,2.00000
regular,2,1,43,1,100,0.00000
regular,2,1,43,1,300,0.00000
regular,2,1,43,1,1000,-3.00000
regular,2,2,43,1,100,-22.00000
regular,2,2,43,1,300,-19.00000
regular,2,2,43,1,1000,-33.00000
regular,2,0,43,2,100,21.00000
regular,2,0,43,2,300,9.00000
regular,2,0,43,2,1000,5.00000
regular,2,1,43,2,100,-1.00000
regular,2,1,43,2,300,0.00000
regular,2,1,43,2,1000,0.00000
regular,2,2,43,2,100,-5.00000
regular,2,2,43,2,300,-27.00000
regular,2,2,43,2,1000,-30.00000
regular,2,0,43,3,100,-14.00000
regular,2,0,43,3,300,-5.00000
regular,2,0,43,3,1000,0.00000
regular,2,1,43,3,100,-2.00000
regular,2,1,43,3,300,-2.00000
regular,2,1,43,3,1000,-5.00000
regular,2,2,43,3,100,-18.00000
regular,2,2,43,3,300,-33.00000
regular,2,2,43,3,1000,-35.00000
regular,2,0,43,4,100,16.00000
regular,2,0,43,4,300,-1.00000
regular,2,0,43,4,1000,3.00000
regular,2,1,43,4,100,1.00000
regular,2,1,43,4,300,-2.00000
regular,2,1,43,4,1000,-2.00000
regular,2,2,43,4,100,-2.00000
regular,2,2,43,4,300,-32.00000
regular,2,2,43,4,1000,-32.00000
regular,2,0,44,0,100,-6.00000
regular,2,0,44,0,300,-15.00000
regular,2,0,44,0,1000,-16.00000
regular,2,1,44,0,100,-2.00000
regular,2,1,44,0,300,-7.00000
regular,2,1,44,0,1000,-6.00000
regular,2,2,44,0,100,-4.00000
regular,2,2,44,0,300,-4.00000
regular,2,2,44,0,1000,-4.00000
regular,2,0,44,1,100,-1.00000
regular,2,0,44,1,300,-1.00000
regular,2,0,44,1,1000,-13.00000
regular,2,1,44,1,100,-2.00000
regular,2,1,44,1,300,-2.00000
regular,2,1,44,1,1000,-5.00000
regular,2,2,44,1,100,3.00000
regular,2,2,44,1,300,7.00000
regular,2,2,44,1,1000,2.00000
regular,2,0,44,2,100,-17.00000
regular,2,0,44,2,300,-17.00000
regular,2,0,44,2,1000,-16.00000
regular,2,1,44,2,100,-8.00000
regular,2,1,44,2,300,-7.00000
regular,2,1,44,2,1000,-6.00000
regular,2,2,44,2,100,-5.00000
regular,2,2,44,2,300,-5.00000
regular,2,2,44,2,1000,0.00000
regular,2,0,44,3,100,-9.00000
regular,2,0,44,3,300,-11.00000
regular,2,0,44,3,1000,-16.00000
regular,2,1,44,3,100,-2.00000
regular,2,1,44,3,300,-5.00000
regular,2,1,44,3,1000,-6.00000
regular,2,2,44,3,100,-1.00000
regular,2,2,44,3,300,-1.00000
regular,2,2,44,3,1000,-4.00000
regular,2,0,44,4,100,0.00000
regular,2,0,44,4,300,5.00000
regular,2,0,44,4,1000,-10.00000
regular,2,1,44,4,100,0.00000
regular,2,1,44,4,300,0.00000
regular,2,1,44,4,1000,-5.00000
regular,2,2,44,4,100,6.00000
regular,2,2,44,4,300,9.00000
regular,2,2,44,4,1000,1.00000
regular,2,0,45,0,100,6.00000
regular,2,0,45,0,300,13.00000
regular,2,0,45,0,1000,16.00000
regular,2,1,45,0,100,2.00000
regular,2,1,45,0,300,8.00000
regular,2,1,45,0,1000,14.00000
regular,2,2,45,0,100,10.00000
regular,2,2,45,0,300,31.00000
regular,2,2,45,0,1000,38.00000
regular,2,0,45,1,100,9.00000
regular,2,0,45,1,300,9.00000
regular,2,0,45,1,1000,10.00000
regular,2,1,45,1,100,0.00000
regular,2,1,45,1,300,0.00000
regular,2,1,45,1,1000,0.00000
regular,2,2,45,1,100,17.00000
regular,2,2,45,1,300,19.00000
regular,2,2,45,1,1000,24.00000
regular,2,0,45,2,100,3.00000
regular,2,0,45,2,300,7.00000
regular,2,0,45,2,1000,15.00000
regular,2,1,45,2,100,10.00000
regular,2,1,45,2,300,10.00000
regular,2,1,45,2,1000,14.00000
regular,2,2,45,2,100,10.00000
regular,2,2,45,2,300,10.00000
regular,2,2,45,2,1000,27.00000
regular,2,0,45,3,100,0.00000
regular,2,0,45,3,300,6.00000
regular,2,0,45,3,1000,6.00000
regular,2,1,45,3,100,0.00000
regular,2,1,45,3,300,11.00000
regular,2,1,45,3,1000,14.00000
regular,2,2,45,3,100,0.00000
regular,2,2,45,3,300,11.00000
regular,2,2,45,3,1000,14.00000
regular,2,0,45,4,100,0.00000
regular,2,0,45,4,300,3.00000
regular,2,0,45,4,1000,9.00000
regular,2,1,45,4,100,0.00000
regular,2,1,45,4,300,0.00000
regular,2,1,45,4,1000,1.00000
regular,2,2,45,4,100,0.00000
regular,2,2,45,4,300,6.00000
regular,2,2,45,4,1000,25.00000
regular,2,0,46,0,100,-31.00000
regular,2,0,46,0,300,-51.00000
regular,2,0,46,0,1000,-60.00000
regular,2,1,46,0,100,-18.00000
regular,2,1,46,0,300,-29.00000
regular,2,1,46,0,1000,-30.00000
regular,2,2,46,0,100,-24.00000
regular,2,2,46,0,300,-36.00000
regular,2,2,46,0,1000,-37.00000
regular,2,0,46,1,100,-2.00000
regular,2,0,46,1,300,-34.00000
regular,2,0,46,1,1000,-62.00000
regular,2,1,46,1,100,-2.00000
regular,2,1,46,1,300,-5.00000
regular,2,1,46,1,1000,-20.00000
regular,2,2,46,1,100,0.00000
regular,2,2,46,1,300,-3.00000
regular,2,2,46,1,1000,-27.00000
regular,2,0,46,2,100,-2.00000
regular,2,0,46,2,300,-2.00000
regular,2,0,46,2,1000,-62.00000
regular,2,1,46,2,100,-2.00000
regular,2,1,46,2,300,-2.00000
regular,2,1,46,2,1000,-20.00000
regular,2,2,46,2,100,0.00000
regular,2,2,46,2,300,0.00000
regular,2,2,46,2,1000,-26.00000
regular,2,0,46,3,100,-39.00000
regular,2,0,46,3,300,-55.00000
regular,2,0,46,3,1000,-62.00000
regular,2,1,46,3,100,-29.00000
regular,2,1,46,3,300,-23.00000
regular,2,1,46,3,1000,-20.00000
regular,2,2,46,3,100,-28.00000
regular,2,2,46,3,300,-23.00000
regular,2,2,46,3,1000,-27.00000
regular,2,0,46,4,100,-2.00000
regular,2,0,46,4,300,-2.00000
regular,2,0,46,4,1000,-61.00000
regular,2,1,46,4,100,-2.00000
regular,2,1,46,4,300,-2.00000
regular,2,1,46,4,1000,-20.00000
regular,2,2,46,4,100,0.00000
regular,2,2,46,4,300,0.00000
regular,2,2,46,4,1000,-26.00000
regular,2,0,47,0,100,9.00000
regular,2,0,47,0,300,9.00000
regular,2,0,47,0,1000,8.00000
regular,2,1,47,0,100,15.00000
regular,2,1,47,0,300,33.00000
regular,2,1,47,0,1000,32.00000
regular,2,2,47,0,100,15.00000
regular,2,2,47,0,300,33.00000
regular,2,2,47,0,1000,31.00000
regular,2,0,47,1,100,1.00000
regular,2,0,47,1,300,9.00000
regular,2,0,47,1,1000,8.00000
regular,2,1,47,1,100,8.00000
regular,2,1,47,1,300,29.00000
regular,2,1,47,1,1000,32.00000
regular,2,2,47,1,100,7.00000
regular,2,2,47,1,300,28.00000
regular,2,2,47,1,1000,31.00000
regular,2,0,47,2,100,-1.00000
regular,2,0,47,2,300,6.00000
regular,2,0,47,2,1000,8.00000
regular,2,1,47,2,100,-1.00000
regular,2,1,47,2,300,30.00000
regular,2,1,47,2,1000,32.00000
regular,2,2,47,2,100,-2.00000
regular,2,2,47,2,300,29.00000
regular,2,2,47,2,1000,31.00000
regular,2,0,47,3,100,-1.00000
regular,2,0,47,3,300,14.00000
regular,2,0,47,3,1000,11.00000
regular,2,1,47,3,100,-1.00000
regular,2,1,47,3,300,24.00000
regular,2,1,47,3,1000,31.00000
regular,2,2,47,3,100,-2.00000
regular,2,2,47,3,300,23.00000
regular,2,2,47,3,1000,30.00000
regular,2,0,47,4,100,0.00000
regular,2,0,47,4,300,12.00000
regular,2,0,47,4,1000,11.00000
regular,2,1,47,4,100,0.00000
regular,2,1,47,4,300,17.00000
regular,2,1,47,4,1000,16.00000
regular,2,2,47,4,100,0.00000
regular,2,2,47,4,300,16.00000
regular,2,2,47,4,1000,15.00000
regular,2,0,48,0,100,-1.00000
regular,2,0,48,0,300,-6.00000
regular,2,0,48,0,1000,-9.00000
regular,2,1,48,0,100,3.00000
regular,2,1,48,0,300,2.00000
regular,2,1,48,0,1000,5.00000
regular,2,2,48,0,100,-1.00000
regular,2,2,48,0,300,-5.00000
regular,2,2,48,0,1000,-2.00000
regular,2,0,48,1,100,2.00000
regular,2,0,48,1,300,2.00000
regular,2,0,48,1,1000,2.00000
regular,2,1,48,1,100,5.00000
regular,2,1,48,1,300,5.00000
regular,2,1,48,1,1000,5.00000
regular,2,2,48,1,100,6.00000
regular,2,2,48,1,300,6.00000
